guests,bedrooms,beds,bathrooms,price
5,2,3,2,368
6,2,2,2,292
4,2,4,1,295
4,2,2,2,233
8,3,5,2,551
4,2,2,2,206
2,1,1,1,183
1,1,1,1,200
2,1,1,1,130
2,1,1,1,263
2,1,1,1,130
1,1,1,1,200
2,0,1,1,118
6,3,3,2,300
8,2,4,2,479
2,1,1,1,100
2,1,1,1,161
5,1,4,1,199
4,1,1,1,280
2,1,1,1,169
1,1,1,1,36
2,1,1,1,200
2,1,1,1,56
4,2,2,1,239
2,1,3,1,320
6,3,3,3,298
4,2,2,2,236
4,1,2,1,169
4,1,2,1,169
7,4,4,3,679
2,1,1,1,150
6,2,3,2,385
6,2,3,2,896
5,2,4,1,150
10,5,5,4,238
4,2,2,2,217
4,1,2,1,155
7,2,4,1,158
3,1,1,1,99
4,1,2,1,290
2,0,2,1,240
4,1,2,1,250
4,1,2,1,378
1,1,1,1,95
2,1,2,1,147
8,3,3,2,449
2,1,1,1,240
8,4,4,2,900
5,2,2,2,340
2,1,1,1,120
2,0,1,1,123
1,1,1,1,51
3,1,2,1,85
2,1,2,1,114
2,0,1,1,139
1,1,1,1,51
2,1,1,1,259
4,2,3,1,228
5,2,3,1,350
4,1,1,1,110
4,2,2,1,128
2,1,2,1,110
2,1,1,1,185
1,0,1,1,158
6,2,3,1,180
4,2,4,1,148
2,0,1,1,122
5,3,3,2,495
4,2,2,2,169
4,2,3,2,175
4,1,2,1,139
4,1,1,1,120
2,1,1,1,114
4,1,2,1,103
2,1,1,1,125
6,3,3,2,216
2,1,1,1,90
2,1,2,1,87
2,1,1,1,167
2,0,1,1,133
2,1,1,1,235
2,1,1,1,287
6,3,3,2,600
6,3,4,2,311
4,2,2,2,210
2,1,2,1,134
4,2,2,1,136
3,1,2,1,162
4,2,2,2,130
2,0,1,1,93
2,1,1,1,99
3,1,2,1,159
6,2,4,2,261
2,1,1,1,125
6,3,3,2,875
3,3,4,1,195
2,1,1,1,118
4,2,2,1,200
2,0,2,1,89
6,3,3,2,309
4,2,2,1,432
4,1,2,1,202
2,1,1,1,336
3,2,2,2,160
2,1,1,1,85
2,1,1,2,81
2,1,1,1,430
2,1,1,1,405
2,1,1,1,110
4,1,2,1,424
4,1,2,1,392
4,2,3,1,196
2,1,1,1,155
3,1,2,1,91
2,1,2,1,280
1,1,1,1,120
2,1,1,1,315
2,1,1,1,125
4,1,4,2,220
6,2,3,2,270
6,2,3,1,166
2,1,1,1,144
2,1,1,1,100
6,4,5,2,450
2,1,1,1,140
2,1,1,1,120
1,1,2,1,107
6,2,3,1,279
2,0,1,1,97
3,1,1,1,175
1,2,2,1,90
4,2,2,1,108
2,0,1,1,132
2,1,1,1,200
1,1,1,1,70
4,1,2,1,147
1,1,1,1,130
2,1,1,1,294
4,2,2,2,249
4,2,2,1,228
2,1,1,1,103
1,1,0,2,75
8,4,4,5,880
5,2,3,1,244
4,1,2,1,225
4,2,2,1,105
6,3,3,1,389
3,1,1,1,241
4,1,2,1,231
2,0,1,1,220
4,1,2,1,529
2,0,1,1,425
2,0,1,1,212
4,1,2,1,282
4,1,2,1,291
4,1,2,1,371
2,1,1,1,100
2,0,1,1,377
4,1,2,1,185
2,0,1,1,431
2,1,1,1,120
4,1,2,1,200
5,2,2,2,242
4,2,2,2,140
6,3,4,2,196
4,2,2,2,145
3,1,1,1,168
2,2,2,2,175
4,1,2,1,221
2,0,1,1,252
4,2,2,1,100
5,2,4,1,194
4,2,3,1,299
6,2,3,1,110
4,2,3,1,321
3,1,1,1,180
4,1,2,1,116
2,0,1,1,105
2,0,1,1,106
2,0,1,1,109
2,0,1,1,111
2,0,1,1,110
3,2,2,1,150
3,2,3,1,225
2,1,2,1,125
5,2,2,2,220
4,3,3,1,325
2,1,1,1,50
5,3,3,2,109
2,1,1,1,170
4,1,4,1,200
2,1,1,1,219
4,2,3,1,238
2,0,3,1,150
2,0,1,1,250
6,2,3,1,315
5,3,3,1,228
7,4,4,2,621
3,1,2,1,389
2,1,1,1,109
4,2,2,1,137
4,2,2,1,199
4,2,2,1,181
3,1,1,1,180
1,1,2,1,65
2,1,1,1,116
4,1,2,1,272
3,1,1,1,110
2,1,1,2,112
3,1,1,1,125
2,1,1,1,82
3,1,1,1,150
2,0,1,1,83
2,0,1,1,125
2,0,1,1,125
2,1,1,2,189
4,2,2,2,273
2,1,1,1,244
4,2,3,2,144
1,1,1,1,100
2,0,1,1,105
2,1,1,1,110
2,1,1,1,88
2,1,2,1,141
6,2,3,2,325
4,1,2,1,181
3,1,1,1,152
4,1,2,1,319
2,1,2,1,96
3,1,1,1,105
6,2,2,2,175
2,0,1,1,128
2,1,1,1,375
2,1,1,1,206
5,2,3,1,254
4,2,3,1,203
6,3,3,1,247
4,1,1,1,188
2,2,2,2,188
2,0,1,1,181
2,0,1,1,90
2,1,1,1,150
2,1,2,1,139
3,1,1,1,169
10,3,6,2,352
2,1,1,1,169
2,1,1,1,250
3,1,2,1,215
4,2,2,1,250
6,3,4,2,688
2,1,1,1,81
3,1,2,1,170
1,1,0,1,62
2,1,1,0,71
4,2,3,1,139
6,3,3,1,200
4,2,2,2,200
6,3,3,2,350
4,1,2,1,131
2,1,1,1,119
3,1,2,1,127
3,1,2,1,152
2,1,1,1,70
2,0,1,1,55
3,1,2,1,145
3,1,2,1,203
6,3,3,2,275
2,2,2,1,147
4,2,4,1,300
2,1,1,1,140
4,2,4,1,250
4,2,3,1,177
2,1,1,1,150
3,1,1,1,209
6,3,4,3,400
3,1,1,1,128
2,1,1,1,96
2,1,2,1,179
4,2,2,1,240
3,2,3,2,150
2,1,2,1,203
6,2,4,2,300
5,2,3,2,241
4,1,1,1,168
2,1,1,1,166
4,2,2,2,187
4,3,3,2,214
4,2,2,2,220
2,1,1,1,53
3,2,2,1,134
2,1,1,1,50
4,2,2,1,186
5,2,3,1,235
2,0,1,2,195
5,2,2,3,650
4,1,2,1,360
4,2,2,1,266
16,5,4,6,8347
2,1,1,1,140
6,3,3,2,191
2,1,1,1,180
4,2,3,1,150
5,2,2,1,135
4,1,2,1,123
5,2,2,2,355
2,1,1,2,144
2,1,2,1,250
4,2,2,2,415
4,2,2,2,175
7,3,5,2,348
2,2,1,1,149
2,1,1,1,80
4,1,2,1,138
2,1,1,1,174
4,2,2,2,440
6,3,3,2,368
2,1,1,1,95
3,1,1,1,163
1,1,1,1,76
1,1,1,1,152
5,1,3,1,230
12,5,5,6,11236
2,1,1,1,150
4,2,2,2,205
4,2,3,2,330
2,0,1,1,188
4,0,2,1,249
2,1,1,1,135
2,1,1,1,140
4,1,3,1,150
6,2,3,1,322
2,1,1,1,176
6,5,3,2,237
3,1,2,2,195
4,2,3,2,348
3,1,1,1,138
3,1,1,1,141
4,2,2,1,163
4,1,1,1,171
3,1,2,1,266
2,1,1,1,100
2,1,1,2,153
5,1,2,1,168
3,1,2,1,144
5,2,3,2,1070
4,2,2,2,451
4,2,2,2,246
6,3,3,2,866
2,1,1,1,260
1,1,1,1,69
12,5,5,2,475
2,0,1,1,239
4,1,2,1,329
3,1,2,1,110
2,1,1,1,246
2,1,1,1,240
3,1,1,1,88
2,1,1,1,172
2,1,1,1,150
2,1,1,1,135
4,1,3,1,213
5,1,1,1,224
2,1,1,1,150
8,3,3,2,643
8,3,2,2,374
5,2,3,2,451
4,1,2,1,380
4,2,2,1,134
2,1,1,1,113
2,1,1,1,79
1,1,3,1,48
2,0,0,1,104
4,2,3,1,399
2,1,1,1,203
2,1,2,1,210
3,1,2,1,179
3,2,1,1,205
2,1,1,1,166
2,1,1,1,205
6,3,3,2,321
4,2,4,2,446
2,1,1,1,110
4,2,3,1,203
1,1,1,1,55
1,1,1,1,56
3,1,2,1,307
4,2,4,1,198
1,1,1,1,67
2,1,1,1,132
4,2,2,1,200
2,0,1,1,106
4,2,2,2,401
4,2,2,1,170
2,1,1,1,149
2,1,1,1,128
2,1,1,1,329
1,1,1,1,139
2,1,1,1,220
4,2,2,1,182
2,1,1,1,336
2,1,1,1,140
4,2,2,2,293
4,1,2,1,287
3,1,2,1,177
2,1,1,1,346
2,1,1,1,166
4,2,2,2,403
3,2,2,1,122
4,2,2,2,194
3,1,4,1,234
2,1,1,1,90
4,1,2,1,299
2,0,1,1,247
2,1,2,1,163
4,2,2,1,188
4,2,2,2,473
4,2,2,1,179
2,0,1,1,85
5,2,3,2,527
1,1,1,1,66
6,2,3,2,325
2,1,1,1,103
4,1,2,1,330
4,1,3,2,200
4,1,2,1,244
5,2,2,1,153
2,1,1,1,115
2,0,1,1,100
2,1,1,1,362
6,2,4,2,765
2,1,2,1,104
5,2,2,1,206
3,1,2,1,469
2,1,1,1,113
16,5,9,4,800
3,1,1,1,150
4,2,3,1,178
10,4,4,2,396
3,1,1,1,185
3,2,2,1,175
4,1,4,1,124
4,1,2,1,189
2,1,1,1,256
2,1,1,1,110
2,0,1,1,122
4,2,2,1,135
4,2,2,2,333
5,2,2,2,259
1,1,1,1,105
4,2,2,2,381
2,1,1,1,149
6,2,2,2,528
4,1,2,1,251
2,0,1,1,85
2,1,1,1,130
2,2,1,1,110
7,3,5,2,228
2,1,1,1,229
4,2,2,1,200
3,1,2,1,190
4,2,3,2,188
4,1,3,1,299
6,3,3,1,191
2,1,2,1,368
2,1,1,1,235
2,0,1,1,129
2,1,1,1,115
7,3,4,2,348
10,4,4,4,1000
5,2,2,2,250
1,1,1,1,52
8,3,3,2,226
5,2,2,2,240
2,1,1,1,145
3,0,2,1,120
2,1,2,1,184
4,1,2,1,53
6,3,3,2,400
2,1,2,1,212
2,1,1,1,319
2,1,1,1,234
3,2,3,1,317
2,1,2,1,80
5,2,2,2,239
5,2,2,2,275
6,2,2,2,357
2,1,1,1,158
3,1,1,1,161
1,1,1,1,97
2,1,1,1,151
5,3,3,2,323
2,1,1,1,185
4,2,2,2,217
3,1,2,1,201
3,1,2,1,295
4,2,2,1,206
4,2,2,1,420
2,1,2,1,334
2,1,1,2,258
2,1,2,1,142
8,3,4,2,172
2,1,1,1,65
2,1,1,1,150
3,1,2,1,211
2,1,1,1,174
4,2,2,1,193
1,1,2,1,81
4,2,2,1,172
4,1,2,1,240
5,3,3,1,158
4,2,4,1,238
4,2,3,1,434
4,1,2,1,170
2,1,1,1,114
2,1,1,1,240
2,0,1,1,149
5,2,3,1,190
4,3,4,3,130
5,3,3,2,599
3,1,1,1,160
6,3,3,2,449
4,2,2,2,162
1,1,0,1,80
2,1,1,1,150
2,2,1,2,698
4,1,2,1,172
2,0,1,1,318
2,1,1,1,186
1,1,2,1,85
1,1,1,1,70
2,1,1,1,83
6,3,3,2,250
4,2,2,1,199
4,1,2,1,104
2,1,1,1,101
2,1,1,1,170
2,0,1,1,249
3,1,2,1,180
5,3,3,2,514
6,3,4,2,463
9,5,5,3,925
1,1,1,1,135
1,1,1,1,96
4,2,2,1,215
6,2,3,2,363
3,1,2,1,285
5,3,3,2,270
4,1,2,1,202
2,1,1,1,108
2,1,1,1,134
1,1,1,1,70
4,2,2,1,224
2,1,1,1,200
3,1,1,1,158
2,1,1,1,179
2,1,1,1,65
2,1,1,1,135
2,1,1,1,169
4,1,2,1,229
3,1,1,1,289
2,1,1,1,200
2,1,1,1,122
2,1,1,1,8888
4,2,2,2,287
5,2,4,1,175
4,2,3,1,165
5,3,4,1,192
2,1,2,1,158
4,2,2,2,120
2,0,1,1,240
4,1,1,1,260
6,2,3,1,385
6,3,3,2,175
6,2,3,1,385
2,0,1,1,240
4,1,1,1,260
3,1,2,1,298
4,1,1,1,178
3,2,2,2,102
2,1,1,1,215
3,2,2,1,400
6,2,2,2,259
5,3,4,3,329
2,1,1,1,163
6,2,3,2,318
7,3,4,2,261
1,1,1,2,118
4,1,2,1,375
4,2,2,1,278
4,2,2,1,233
6,2,3,2,267
6,2,3,1,295
6,3,3,1,269
2,1,1,1,216
2,1,1,1,155
4,2,2,1,236
2,1,1,1,90
2,0,1,0,150
4,2,4,2,138
3,0,1,1,267
4,1,2,1,326
5,3,3,2,380
8,2,4,2,499
4,1,2,1,343
3,2,2,1,100
4,1,3,2,428
6,3,4,1,219
4,1,1,1,115
2,1,1,1,400
4,2,2,1,207
4,2,2,2,730
5,2,3,2,180
4,1,2,1,275
4,1,2,1,210
4,2,2,2,540
2,1,1,1,199
1,0,1,1,75
4,1,2,1,206
7,3,4,2,280
1,1,1,1,105
2,1,2,1,168
2,0,1,1,156
2,1,1,1,89
3,2,2,1,142
3,1,2,1,264
1,1,1,1,101
4,1,2,1,250
3,1,1,1,171
3,1,2,1,147
2,1,1,1,99
3,1,1,1,110
4,2,2,1,136
4,2,2,1,270
4,2,2,2,389
3,1,1,1,259
4,1,2,1,247
10,5,5,3,1413
3,1,1,1,175
4,2,2,2,180
4,2,2,1,234
8,3,4,2,192
4,2,2,1,294
2,1,1,1,196
5,2,3,1,304
4,1,2,1,343
4,2,2,2,449
1,1,1,1,188
2,1,1,1,141
4,1,2,1,354
4,2,2,2,280
4,2,2,1,147
2,1,1,1,110
2,1,1,1,131
4,2,2,1,193
2,1,1,1,120
2,1,1,1,171
2,1,1,1,91
2,1,1,1,65
2,1,1,1,89
7,3,4,2,381
2,1,1,1,254
2,1,2,1,301
2,1,1,1,183
5,3,3,2,514
4,1,2,1,150
4,1,3,1,299
2,1,1,1,84
4,1,2,1,99
2,1,2,1,89
4,2,2,1,142
9,4,5,3,841
2,1,1,1,125
5,2,2,1,130
2,1,1,1,173
3,0,2,1,295
2,1,1,1,199
7,3,4,2,507
2,1,1,1,146
4,1,2,1,171
3,1,1,1,135
3,1,2,1,295
2,1,1,1,125
3,1,1,1,218
2,1,1,1,175
2,1,1,1,130
3,1,2,1,164
5,2,2,1,243
4,1,2,1,229
4,1,2,1,160
2,1,1,1,198
4,2,2,1,229
4,1,2,1,220
2,0,1,1,279
4,3,3,2,150
2,1,1,1,140
2,1,1,1,286
4,2,2,1,221
2,1,1,1,98
6,3,3,2,380
4,2,2,1,137
2,1,1,1,94
4,1,2,1,259
2,1,1,1,87
14,7,7,4,857
4,1,1,1,250
2,1,0,1,80
2,1,1,1,159
6,3,3,2,399
4,2,2,1,191
2,1,1,1,60
4,1,2,1,194
5,2,4,1,200
2,1,1,1,162
6,2,3,2,320
4,2,3,2,500
4,3,3,3,215
2,2,2,0,200
3,1,2,1,119
4,1,1,1,264
4,1,2,1,92
2,1,1,1,190
4,1,2,1,115
8,3,4,2,331
4,2,2,1,160
4,2,1,1,329
5,2,2,2,215
3,1,2,1,173
2,0,2,1,116
2,1,2,1,82
4,2,2,1,419
4,2,2,1,123
3,1,1,1,300
2,0,1,1,145
2,1,1,1,165
2,0,1,1,110
1,1,1,1,150
2,1,1,1,289
2,1,1,1,130
6,3,3,2,402
4,2,2,2,199
4,2,2,2,141
3,1,3,1,204
2,1,2,1,223
2,1,1,1,275
4,1,1,1,203
12,6,8,4,593
4,1,2,1,312
3,2,2,1,180
3,1,2,2,169
2,1,1,1,95
4,1,2,1,324
2,1,2,1,300
1,1,1,1,82
5,1,5,1,325
4,1,2,1,261
6,3,3,2,264
5,1,2,1,130
6,2,3,1,224
2,1,1,1,233
2,1,1,1,369
4,2,2,1,249
4,1,2,1,475
4,2,3,1,120
2,1,1,1,178
2,0,1,1,226
3,1,1,1,293
2,1,1,1,93
14,8,9,4,700
2,1,1,1,220
2,1,1,1,90
2,1,1,1,69
4,2,3,1,350
2,1,1,1,185
5,2,3,1,142
2,1,1,1,150
2,0,1,1,169
8,3,3,3,325
1,1,1,1,135
2,1,1,1,92
2,1,1,1,81
2,1,1,1,75
6,3,3,3,501
4,1,2,1,311
4,2,2,2,307
3,1,2,1,90
2,1,1,1,115
5,2,3,1,148
3,1,2,1,200
6,3,4,1,330
5,1,3,1,325
4,0,2,1,112
2,1,1,1,276
2,1,1,1,115
4,2,3,2,450
3,0,2,1,200
6,2,3,2,268
4,2,2,1,163
3,1,2,1,313
2,1,2,1,261
4,2,2,1,211
2,1,1,1,124
3,1,1,1,108
1,1,1,1,62
12,6,6,10,20000
2,1,1,1,135
3,1,1,1,235
4,1,1,1,180
2,1,1,1,110
3,1,1,1,189
4,2,2,1,168
1,1,2,1,98
4,2,2,1,259
4,2,2,2,349
4,2,3,1,234
6,3,3,2,190
5,1,2,1,109
5,2,3,2,332
2,1,1,1,149
7,3,4,2,325
9,2,3,1,428
2,1,1,1,106
2,1,1,1,97
4,1,1,1,394
6,2,3,2,564
1,1,0,1,55
2,1,1,1,235
4,2,3,1,401
2,1,1,1,131
2,1,0,1,165
6,2,3,2,406
6,2,2,2,161
6,2,2,2,199
2,1,2,1,255
2,1,2,1,363
5,3,3,2,163
4,2,2,1,276
6,2,3,1,361
14,6,8,5,757
1,1,1,1,48
6,2,2,1,251
8,4,4,2,393
4,1,3,1,290
4,2,2,1,200
4,1,2,1,254
2,1,1,1,142
5,2,3,1,199
2,1,1,1,80
2,1,1,1,110
2,1,1,1,93
2,1,1,1,72
2,1,1,1,293
8,4,4,4,480
2,1,1,1,249
4,2,2,1,265
3,1,2,1,406
4,1,2,1,203
4,1,2,1,85
6,2,3,2,507
2,0,1,1,221
4,1,2,1,158
2,1,1,1,92
2,1,1,1,275
4,1,2,1,145
3,1,2,1,113
3,1,2,1,499
7,3,3,1,351
2,1,1,1,109
4,2,2,2,304
2,1,1,1,185
2,1,2,1,173
2,1,1,1,325
4,1,2,1,330
10,5,5,3,327
4,2,2,2,313
7,2,4,1,312
4,2,2,1,135
8,4,5,2,758
2,1,1,1,155
6,3,3,3,900
4,1,3,1,247
3,1,2,1,230
4,2,2,1,230
1,1,1,1,60
4,1,1,1,109
3,1,2,1,128
3,2,2,1,146
14,5,6,5,843
2,1,1,1,150
5,2,2,1,102
4,2,2,1,147
4,2,2,2,525
4,2,2,2,458
2,1,1,1,199
2,1,1,1,289
2,1,1,1,121
6,3,4,2,435
4,1,2,1,375
2,1,1,1,165
3,1,2,1,225
4,1,2,1,240
6,2,2,1,178
2,0,1,1,220
4,2,2,2,200
4,2,2,2,162
6,1,4,1,338
2,1,1,1,140
6,1,4,1,325
2,0,1,1,60
3,2,2,1,125
2,1,1,1,134
2,1,1,1,145
2,1,1,1,165
2,1,1,1,261
3,2,2,1,111
2,1,2,1,100
2,0,1,1,115
5,2,3,1,199
7,3,1,1,299
2,1,1,1,309
1,1,1,1,101
4,1,2,1,189
3,1,1,1,230
4,1,0,0,220
1,1,1,1,65
1,0,1,1,96
4,2,2,1,200
2,1,1,1,220
1,1,1,1,72
2,1,2,1,133
1,1,1,1,45
2,1,1,1,236
2,1,1,1,166
6,2,3,1,150
2,1,1,1,130
2,1,1,1,229
6,3,3,1,377
4,2,2,1,170
2,0,1,1,140
2,1,1,1,103
2,1,1,1,113
2,1,1,1,103
6,3,3,1,282
6,3,3,2,402
2,1,1,1,140
2,1,1,1,112
2,1,2,1,165
6,3,3,3,743
4,1,2,1,140
5,2,2,1,155
5,3,4,2,555
3,1,1,1,148
3,1,1,1,100
2,2,0,1,136
6,3,3,3,967
2,1,1,1,90
3,1,2,1,200
8,4,5,3,650
5,2,3,2,337
4,1,2,1,264
4,2,2,2,721
2,1,1,1,176
2,1,1,1,88
4,1,2,1,309
2,1,1,1,141
10,7,7,6,998
4,2,2,1,100
2,1,1,1,65
2,1,1,1,156
2,1,0,1,110
5,2,3,2,300
4,1,2,1,154
4,1,2,1,193
2,1,1,1,54
2,1,1,1,150
4,2,2,2,895
2,1,1,2,65
2,1,2,1,308
6,2,2,2,244
3,1,1,1,160
4,2,3,1,250
4,1,1,1,237
2,1,1,1,72
2,1,1,1,238
3,1,2,1,220
1,1,1,1,60
2,1,1,1,60
2,1,1,1,50
2,1,1,2,60
6,2,4,1,230
2,0,1,1,129
10,5,5,3,204
2,1,1,1,185
3,1,1,1,282
4,2,2,1,200
2,0,1,1,108
3,1,2,1,136
2,1,1,1,139
4,2,2,1,281
2,0,1,1,131
4,1,2,1,150
4,1,2,1,100
6,2,3,1,108
2,0,1,1,111
3,1,1,1,400
2,1,1,1,75
2,1,1,2,109
2,1,1,1,288
2,1,1,1,75
8,3,4,1,200
2,1,1,1,75
2,1,1,1,141
4,1,2,1,258
2,1,1,1,50
4,2,2,1,328
4,2,2,1,140
2,0,1,1,171
2,0,1,1,224
7,3,4,2,630
5,2,3,2,686
4,2,3,1,225
4,2,2,3,280
3,2,2,1,220
3,1,1,1,163
5,2,2,2,348
4,2,2,1,333
6,2,3,1,200
4,2,2,2,188
4,2,2,1,294
2,1,1,1,210
6,2,3,1,343
5,3,4,1,242
4,2,2,1,267
2,1,1,1,250
6,2,2,2,185
5,3,3,1,370
2,1,1,1,220
4,1,2,1,266
4,2,2,3,300
4,2,2,1,214
2,1,1,1,140
2,1,1,1,190
8,3,4,2,396
2,1,1,1,165
2,1,1,1,306
3,1,1,1,166
4,2,2,2,132
4,2,2,1,180
5,1,3,1,244
2,0,1,1,110
6,2,3,1,460
2,1,1,1,141
4,2,2,1,150
1,1,1,2,110
6,2,3,2,500
6,2,3,2,362
2,1,1,1,150
2,1,1,1,157
4,2,3,1,198
3,1,1,1,129
2,1,1,1,179
2,1,1,1,141
4,1,2,1,199
4,2,2,3,243
6,2,2,1,285
2,1,1,1,153
6,3,3,3,348
4,1,2,1,122
2,1,1,2,95
1,1,1,1,114
4,0,2,1,164
6,2,3,1,253
2,1,1,1,105
6,2,4,1,167
2,1,0,2,95
2,1,0,1,376
4,2,2,1,241
2,1,1,1,90
4,2,2,1,140
5,3,4,1,300
3,1,2,1,265
2,1,1,1,165
2,1,1,1,109
1,1,1,1,163
4,2,2,2,549
3,2,3,1,170
2,1,1,1,101
6,2,2,2,1256
2,1,1,1,500
4,1,2,1,171
2,1,1,1,95
6,2,3,1,272
6,2,3,2,431
4,2,2,1,164
4,2,2,1,221
5,1,3,1,137
2,1,1,1,140
6,3,3,2,446
8,4,4,2,346
6,2,3,2,474
4,1,2,1,257
3,1,1,1,150
2,1,1,1,128
10,4,6,3,709
4,2,4,1,125
4,4,4,1,299
2,1,2,1,209
2,1,1,1,141
4,2,3,1,236
2,1,1,1,73
4,1,2,1,278
2,1,1,2,87
2,1,2,1,160
2,1,2,1,314
5,3,3,2,190
4,1,2,1,236
3,0,2,1,164
10,4,6,2,529
4,1,2,1,188
2,1,1,1,182
3,1,2,1,267
2,1,1,1,135
4,1,1,1,218
2,1,1,1,135
6,2,3,2,299
7,4,4,2,705
6,3,3,2,246
2,1,1,1,200
2,0,1,1,129
3,1,1,1,139
4,2,2,2,286
6,3,3,3,350
4,1,1,1,271
5,2,2,2,364
3,1,2,1,289
4,2,2,1,358
4,2,2,2,225
2,1,4,1,181
1,1,1,1,200
2,1,1,1,138
4,1,1,1,218
4,2,3,1,350
4,2,3,1,165
6,3,3,3,914
6,2,3,2,485
4,2,2,2,272
2,1,1,1,140
2,1,1,1,140
4,2,2,1,229
2,1,1,1,120
10,4,6,2,542
2,1,1,1,231
2,1,1,1,186
7,3,4,2,192
1,1,3,1,50
4,2,2,1,300
2,1,1,1,142
2,1,1,1,156
4,1,2,1,367
2,1,2,1,371
1,1,2,1,55
1,1,1,1,70
6,2,2,2,44
4,2,2,1,195
5,1,3,1,241
2,1,1,1,85
2,1,1,1,298
4,1,1,1,144
3,1,2,1,160
3,1,1,1,119
6,2,3,2,258
2,1,1,1,125
5,2,3,1,236
4,1,2,1,160
3,1,1,1,131
8,2,4,2,246
3,1,2,1,254
3,1,1,1,279
4,1,2,1,168
2,1,1,1,229
2,1,1,1,100
6,2,3,2,539
3,1,2,1,285
4,2,2,1,239
2,1,1,1,89
3,1,1,1,110
2,1,1,1,129
4,2,2,1,200
2,1,1,1,327
4,2,2,2,239
11,5,5,3,719
2,1,1,1,135
3,1,2,1,155
5,3,3,2,399
2,1,1,1,130
2,1,1,1,280
3,1,2,1,246
6,2,3,2,292
4,1,2,1,314
4,2,2,1,343
6,2,3,2,275
4,2,2,1,122
2,1,1,1,250
2,1,1,1,110
6,2,3,2,264
10,5,5,4,718
2,1,1,1,300
2,1,1,1,200
4,2,2,2,267
3,1,2,1,278
4,2,2,1,200
4,2,2,1,115
4,1,2,1,220
2,1,1,1,92
8,4,4,4,594
4,1,2,1,85
4,1,2,1,240
4,2,3,1,119
4,2,3,1,118
1,1,1,1,135
3,1,1,1,136
4,2,2,2,373
8,1,4,0,399
2,1,1,1,115
5,2,2,1,350
4,2,2,1,504
6,2,4,1,178
2,1,1,1,133
2,1,1,1,169
2,1,1,1,120
5,2,2,1,350
2,1,1,1,164
6,2,3,2,318
2,2,2,1,109
