guests,bedrooms,beds,bathrooms,price
11,5,6,3,1870
7,2,3,2,339
3,1,1,1,98
2,1,1,1,150
6,3,3,2,324
3,1,1,1,229
2,1,1,1,235
2,1,1,1,99
6,4,4,1,239
4,1,2,1,250
11,5,5,3,677
4,1,2,1,299
4,1,2,1,216
4,1,1,1,210
2,1,1,1,115
2,1,1,1,144
6,2,3,1,287
1,1,1,1,50
2,1,1,1,92
2,1,1,1,56
4,2,2,2,428
2,1,1,1,111
2,1,1,1,104
2,1,1,2,70
2,1,1,1,70
3,1,2,1,110
4,1,2,1,255
6,2,4,2,525
3,1,2,1,232
4,2,4,1,137
7,3,5,3,721
2,1,1,1,224
2,1,1,1,321
1,1,1,1,95
5,2,2,2,120
4,2,2,1,252
4,1,2,1,344
5,2,2,1,120
3,1,1,1,136
2,1,1,2,160
6,3,3,2,250
6,3,3,1,231
4,1,2,1,240
5,2,2,2,155
9,3,5,2,2360
4,2,2,1,229
3,1,0,1,302
4,2,2,1,387
4,2,2,1,173
2,1,2,1,183
2,1,0,1,154
6,2,3,2,455
3,1,2,1,140
2,1,1,1,141
3,1,2,1,293
2,1,1,1,317
4,2,2,1,200
2,1,1,1,130
4,2,2,1,102
5,2,3,2,193
5,2,3,2,205
4,1,1,1,300
2,1,1,1,120
4,1,0,1,250
4,2,2,1,186
3,1,2,1,143
6,3,6,2,312
2,1,1,1,75
2,1,1,1,111
4,2,3,1,288
2,1,1,2,127
7,3,4,2,376
6,2,4,2,332
6,2,3,2,333
6,1,3,2,350
2,1,2,1,80
1,1,1,1,55
2,1,2,1,191
1,1,1,1,52
3,1,1,1,199
3,1,1,1,189
6,3,3,2,385
4,2,2,2,210
1,1,1,1,55
4,2,2,1,155
4,1,2,1,170
1,1,1,1,55
1,1,1,1,160
7,3,3,1,200
6,2,2,2,163
8,4,4,2,548
2,1,1,1,180
4,1,1,1,180
3,1,1,1,188
2,1,1,1,249
8,3,4,1,189
4,2,2,1,191
2,1,1,1,96
1,1,1,1,63
2,1,1,1,108
4,2,2,1,99
3,2,2,1,207
4,2,2,2,300
5,2,2,1,110
6,2,3,1,165
7,2,4,2,542
2,1,0,1,200
5,2,3,1,214
4,2,2,1,149
2,1,1,1,134
2,1,1,1,186
5,2,0,1,186
5,3,3,2,297
4,1,2,1,309
1,1,1,1,100
5,2,3,2,453
2,1,0,1,106
4,1,2,1,256
3,1,2,1,112
2,1,1,1,124
2,0,1,1,72
4,1,2,1,230
4,1,2,1,139
15,6,0,5,1280
6,3,4,1,609
2,1,1,1,91
2,1,1,1,128
6,2,3,2,219
3,1,1,1,150
4,2,2,1,225
4,2,2,1,196
3,1,2,1,158
4,1,2,1,279
5,1,3,1,275
4,2,2,1,190
8,3,3,2,328
6,2,3,1,288
1,1,0,1,80
4,1,2,1,135
3,1,1,1,93
4,2,2,3,217
4,2,2,1,159
6,3,3,2,776
4,2,0,2,286
6,3,3,1,194
6,4,4,1,330
4,2,2,2,196
5,2,3,2,394
4,2,2,2,346
2,0,0,1,95
6,2,3,1,237
4,2,4,1,106
3,1,2,1,129
5,2,0,1,73
6,3,3,2,272
2,0,1,0,100
6,2,2,1,202
4,2,2,1,247
4,2,2,1,105
5,2,2,1,278
2,1,1,1,129
6,2,3,1,246
2,1,1,2,150
4,1,1,1,121
1,1,1,1,45
1,1,1,1,120
12,6,6,4,384
2,1,1,1,298
3,1,1,1,135
2,1,1,1,150
4,2,2,1,281
2,1,1,1,207
4,2,2,1,179
4,2,3,1,181
2,1,1,1,280
6,2,3,2,342
4,2,0,1,197
2,1,1,1,185
2,1,1,1,156
3,1,1,1,115
1,2,0,1,110
4,2,3,1,196
1,0,1,1,52
1,1,1,1,52
4,2,0,1,105
8,3,5,2,693
4,2,0,2,133
4,2,2,2,475
2,0,1,1,100
2,1,1,1,136
10,5,0,4,1184
2,1,1,1,135
4,2,2,1,329
2,1,1,1,114
2,1,1,1,114
3,1,1,1,129
4,1,2,1,180
4,1,2,1,237
2,0,1,1,100
4,2,2,2,200
2,1,2,1,95
2,1,1,1,177
2,1,2,1,66
1,1,1,1,20
2,1,1,1,135
1,1,1,1,53
1,1,0,1,55
3,2,2,1,186
5,2,2,2,511
5,2,3,1,293
2,1,1,1,113
4,2,2,1,304
2,1,1,1,193
2,1,1,1,105
2,1,1,1,108
10,5,5,4,1329
3,1,2,1,214
7,3,4,2,187
4,2,2,2,141
4,3,3,1,228
2,1,1,1,200
8,4,3,2,377
2,1,2,1,99
6,2,3,1,249
4,1,2,1,501
2,1,1,1,85
5,2,3,1,160
4,2,2,1,348
3,1,2,1,301
2,1,1,1,37
2,1,1,1,38
2,1,1,1,130
2,0,1,1,110
2,1,1,1,198
4,1,2,1,135
2,1,1,1,112
2,1,1,1,90
3,1,1,1,199
4,1,2,1,214
6,2,3,1,336
4,1,2,1,262
7,2,3,2,557
4,2,0,1,120
4,1,2,1,528
2,1,1,1,122
4,2,2,1,183
1,1,1,0,55
1,1,1,0,77
4,2,4,1,273
4,1,2,1,245
2,1,1,2,157
2,1,1,1,148
4,2,2,2,194
3,1,2,1,530
8,4,4,4,498
6,3,3,1,421
4,2,2,2,561
4,2,2,1,140
4,2,4,1,241
4,3,2,2,699
2,1,1,1,70
2,1,1,1,59
2,1,2,1,326
3,1,3,1,330
9,5,5,3,463
4,1,2,1,234
2,3,3,1,56
2,1,1,1,90
4,2,2,2,500
2,1,1,1,130
2,0,1,1,165
1,0,1,1,106
2,1,1,1,250
2,1,2,1,95
2,1,1,1,110
2,1,1,1,89
4,2,2,2,350
6,2,2,1,155
2,1,1,1,130
4,1,1,1,203
4,1,0,1,208
5,2,3,2,371
2,1,1,1,160
6,2,0,2,224
4,1,2,1,150
6,3,3,2,334
4,2,2,1,27
3,0,1,1,121
6,3,3,2,316
4,2,0,2,195
6,3,3,3,313
4,2,3,1,276
10,5,5,4,396
9,4,6,3,664
2,1,0,0,200
6,2,2,2,404
6,3,3,1,318
6,2,3,1,222
2,1,2,1,711
6,2,3,2,193
8,3,5,1,235
8,2,2,2,268
4,2,2,2,140
1,1,1,1,70
10,3,0,3,354
2,1,1,1,257
7,3,4,1,263
2,1,1,1,65
3,1,3,1,109
8,3,4,1,229
6,2,2,1,240
2,1,1,1,230
4,1,0,1,259
4,2,3,2,405
4,2,2,1,214
10,4,7,2,416
4,2,2,1,159
2,1,0,1,123
4,2,0,1,167
2,1,1,1,260
6,2,3,1,225
8,2,3,1,286
3,2,1,2,215
2,1,1,1,72
5,1,2,2,194
3,1,2,1,98
1,1,1,1,66
4,1,2,1,171
2,1,1,1,176
10,4,5,2,190
4,1,2,1,128
4,2,2,1,128
6,3,3,1,308
2,1,2,1,135
2,1,2,1,235
2,1,1,1,97
2,1,1,1,150
4,2,3,1,200
2,1,1,1,90
4,1,1,1,232
4,1,2,1,479
2,1,2,1,304
2,1,1,1,120
2,1,1,1,476
4,2,0,1,179
6,3,3,2,250
2,1,2,1,239
4,2,2,2,166
2,1,2,1,100
5,3,1,2,358
2,1,0,1,990
5,2,2,1,163
4,2,2,1,207
2,1,0,1,112
5,3,0,1,320
4,2,1,1,280
2,1,1,1,88
4,2,2,2,376
4,1,2,1,300
2,1,0,1,86
3,1,2,1,154
6,2,4,2,366
4,2,2,2,302
2,0,2,1,286
2,1,1,1,64
6,2,3,1,183
2,1,0,1,99
2,1,1,0,101
2,1,0,1,288
2,1,1,1,319
10,3,4,2,276
10,3,3,1,200
2,1,1,1,92
4,1,2,1,202
4,1,0,1,269
2,1,1,2,382
4,2,2,1,276
1,1,3,1,50
4,2,5,1,155
2,1,2,1,160
2,1,0,1,200
4,2,2,1,190
4,1,2,1,279
2,1,1,1,172
2,1,1,0,80
8,4,5,3,500
4,2,0,2,173
3,2,2,1,176
4,2,2,1,135
2,1,1,1,132
2,1,2,1,119
2,1,1,0,48
4,2,4,1,247
4,1,2,1,139
4,1,2,1,244
4,2,2,1,172
2,1,1,1,129
6,3,3,2,162
8,4,4,3,411
4,2,2,1,180
4,2,2,1,175
2,1,1,1,206
6,3,4,2,205
3,1,2,1,199
7,3,3,2,471
5,2,3,2,188
2,1,0,2,88
2,0,1,1,80
2,1,1,1,110
7,4,4,2,181
7,4,4,2,180
7,4,4,2,197
3,1,2,1,109
6,3,4,2,364
1,1,1,1,55
2,1,1,1,55
2,1,1,1,300
2,1,1,1,178
3,1,1,1,222
4,1,0,1,236
2,1,1,1,112
2,1,1,1,139
4,2,2,3,600
9,4,6,3,557
2,1,1,1,66
3,1,0,1,250
2,1,1,1,112
2,1,1,1,132
2,1,1,1,78
4,2,2,2,371
4,1,2,1,317
4,1,2,1,181
7,3,3,2,228
2,1,1,1,151
2,1,1,1,45
2,1,0,1,42
2,1,1,1,63
2,1,1,1,102
6,3,3,2,562
4,2,2,2,170
6,4,5,2,350
2,1,0,0,78
2,1,0,1,166
1,1,0,1,108
2,1,1,1,108
1,1,1,1,108
4,0,2,0,220
4,1,2,1,164
7,3,4,2,300
4,2,0,1,364
2,1,1,2,150
4,1,2,1,226
4,3,2,2,120
1,2,1,1,59
6,3,3,3,292
8,3,4,1,373
2,1,1,1,79
4,2,2,2,414
2,1,1,1,200
6,2,3,1,196
6,2,0,2,223
2,1,1,1,224
4,1,2,1,193
2,1,1,1,160
4,2,3,2,143
11,4,4,2,485
10,5,5,3,555
5,2,0,1,165
2,0,1,1,293
7,2,4,2,410
6,2,3,1,210
2,0,1,1,136
2,1,1,1,176
2,1,1,2,96
1,1,1,1,49
1,1,1,1,52
3,0,0,1,163
3,2,2,1,165
4,1,0,1,179
4,2,3,2,161
2,1,1,1,92
4,2,3,2,321
3,1,2,1,239
4,1,2,1,224
5,2,2,1,181
11,6,6,6,1100
2,1,1,1,190
9,4,7,1,466
4,2,2,2,236
5,2,3,1,288
2,1,1,1,88
8,4,0,3,572
4,1,2,1,211
2,2,2,1,85
4,2,2,1,311
4,2,0,1,200
1,1,1,2,70
2,0,1,1,218
2,1,1,1,64
2,1,0,1,112
2,1,1,1,160
3,2,2,1,168
2,1,1,1,243
4,2,3,1,232
4,1,2,1,115
4,1,2,1,175
4,2,2,2,193
4,2,2,1,172
6,2,3,1,362
5,2,3,2,397
2,1,1,1,143
4,1,2,1,134
6,2,3,2,285
3,1,2,1,164
3,1,2,1,150
2,1,1,1,200
1,1,1,1,43
2,1,0,1,190
4,1,1,1,162
6,3,3,3,403
2,1,1,1,146
2,0,1,1,86
2,0,1,1,152
2,1,0,1,170
4,2,0,1,226
1,3,1,1,54
4,1,2,1,350
2,1,1,1,50
3,2,1,1,134
2,1,1,1,100
2,1,0,0,104
2,1,1,1,123
5,2,3,1,325
5,3,3,1,136
2,1,1,1,146
2,1,1,1,139
2,1,1,1,57
4,1,2,1,239
2,1,0,1,150
2,1,1,1,150
2,1,1,1,130
2,1,0,1,91
5,3,3,2,423
6,2,3,2,679
4,1,1,1,237
4,1,3,1,250
6,2,3,1,158
1,1,1,1,75
10,6,0,3,800
4,1,2,1,194
2,1,1,1,107
6,2,2,1,208
2,1,1,1,90
3,1,1,1,135
4,2,0,1,232
2,1,1,1,204
6,3,3,2,323
4,2,2,2,207
6,3,3,2,600
6,2,3,2,429
2,1,1,1,287
4,2,2,1,198
6,2,4,2,214
5,2,2,2,195
2,1,1,1,114
3,1,1,1,223
6,3,4,2,441
4,2,2,1,205
3,1,2,1,220
3,0,2,1,129
3,1,2,1,120
1,1,1,1,55
2,1,1,2,59
2,0,2,1,69
2,1,1,1,117
5,3,3,3,223
4,2,0,2,600
4,1,2,1,199
5,1,1,1,1422
2,1,1,1,84
4,2,2,2,389
4,1,2,1,174
6,3,3,2,252
3,2,2,1,104
2,0,1,1,84
1,1,0,1,120
2,1,1,1,104
2,1,1,1,100
3,1,2,1,306
4,2,2,1,186
4,2,2,1,200
4,2,2,1,250
5,2,3,1,120
4,1,2,1,214
4,2,3,1,430
6,3,2,3,728
4,2,0,1,303
6,3,0,3,650
2,1,1,1,210
4,1,2,1,317
5,2,2,1,264
4,2,2,1,179
2,1,3,1,121
2,1,1,1,5250
10,4,0,3,706
3,1,1,1,819
2,1,0,1,110
2,0,0,0,1228
5,1,1,1,1228
2,1,0,1,225
10,5,5,4,497
4,1,2,1,254
4,1,1,1,484
5,1,2,1,243
4,2,2,1,288
6,3,0,2,352
2,1,1,1,104
8,4,4,2,350
2,1,0,1,95
2,1,1,1,112
6,3,4,2,340
2,1,1,1,323
2,1,1,1,120
10,3,6,3,399
6,3,0,2,371
6,3,0,2,345
5,2,0,1,237
6,3,4,2,344
4,2,2,1,183
2,0,3,1,98
4,2,2,1,220
2,1,0,1,137
4,2,2,1,262
12,3,3,3,1600
8,4,4,3,529
2,1,1,1,260
3,1,2,2,82
4,1,2,1,290
10,5,1,2,600
8,2,3,2,485
6,2,3,2,340
2,1,1,1,164
12,4,5,3,684
2,1,1,1,99
6,3,3,1,189
4,2,2,2,279
5,2,3,1,205
2,1,1,1,150
10,4,6,3,584
2,1,1,1,175
4,2,0,1,115
1,1,1,1,56
7,3,3,3,276
3,3,3,2,258
2,1,0,1,141
2,1,1,0,108
3,1,1,1,279
4,1,0,1,95
3,1,4,1,229
6,2,3,2,407
2,1,0,2,80
2,1,1,1,130
2,1,1,1,70
1,1,1,1,85
1,1,0,1,75
1,1,1,1,55
4,1,2,1,299
4,1,1,1,190
2,1,0,1,75
4,1,0,1,150
2,1,1,1,124
2,1,1,1,130
2,1,1,1,107
8,3,4,2,360
2,1,1,1,79
2,0,1,1,108
4,2,2,1,179
5,0,0,1,1358
5,2,2,1,211
6,2,3,2,400
7,3,4,3,690
4,2,3,1,187
2,0,1,1,75
3,1,1,1,189
4,2,2,1,144
5,3,3,1,142
2,0,1,1,75
4,2,2,1,215
4,3,3,2,244
4,1,1,1,214
2,0,1,1,81
2,0,1,0,86
6,3,3,2,302
4,1,2,1,270
2,0,1,1,83
4,2,1,1,184
6,3,2,3,564
3,1,1,1,188
3,2,2,1,134
6,3,3,2,320
4,2,2,2,271
2,1,1,1,129
1,1,1,1,44
1,1,1,1,49
4,2,2,3,200
6,2,3,1,320
2,1,1,1,109
4,2,2,2,500
1,1,1,1,43
4,2,2,3,468
8,4,4,3,552
2,1,1,1,126
4,1,2,1,296
5,3,3,2,320
3,1,1,1,80
4,1,2,1,259
5,3,3,1,130
6,2,2,2,326
2,1,1,1,112
4,2,3,1,144
2,1,1,1,258
3,1,2,1,243
4,1,2,1,152
4,2,2,1,175
4,2,2,1,270
1,1,1,1,50
4,2,2,1,230
4,2,3,1,168
3,2,1,1,188
5,2,1,1,266
4,2,2,1,180
2,1,1,1,135
2,1,1,1,135
4,2,2,1,205
5,3,3,2,373
4,1,1,1,116
5,2,2,1,201
6,2,2,2,250
6,2,3,1,494
2,1,1,1,70
2,1,1,1,210
1,1,1,2,69
2,1,1,1,200
3,1,2,1,125
4,1,2,1,241
4,1,1,1,170
2,1,2,0,197
2,1,1,1,235
2,1,1,1,166
4,1,2,1,192
2,1,1,1,121
4,1,2,1,152
6,3,3,2,400
2,1,1,1,121
6,3,3,2,337
12,5,6,3,280
4,2,2,2,200
2,1,1,1,129
1,1,1,1,66
4,2,2,3,800
2,1,1,1,178
2,1,1,1,171
2,1,1,1,75
4,2,3,1,200
2,0,2,1,105
4,2,2,2,799
1,1,1,1,56
2,1,1,1,150
2,1,1,1,228
2,1,1,1,123
12,5,6,4,736
4,2,3,1,290
2,1,1,1,196
2,1,2,1,132
3,1,2,1,151
8,2,3,1,131
4,2,2,1,125
6,3,3,1,248
3,1,2,1,100
2,1,1,1,97
2,1,1,1,101
6,3,3,2,388
14,5,7,5,627
2,1,1,1,162
2,1,1,2,140
4,1,2,1,157
2,1,2,1,139
3,2,2,1,254
4,1,3,1,264
4,1,1,1,240
3,1,1,1,136
2,1,1,1,82
2,1,1,1,101
4,1,2,1,181
2,0,1,1,90
2,2,1,1,54
2,1,1,1,134
2,1,1,1,145
1,1,1,1,150
2,1,1,1,147
4,2,2,1,238
4,2,2,1,180
5,2,2,1,319
2,1,1,1,229
3,1,2,1,232
4,2,2,2,377
4,1,2,1,99
2,1,1,1,101
2,1,1,1,98
2,0,0,1,287
2,1,1,1,255
2,1,1,1,92
6,3,4,2,495
4,2,2,1,180
2,1,1,1,214
2,1,1,1,180
4,2,2,1,135
5,3,3,2,272
4,1,2,1,228
5,3,3,2,500
4,2,2,1,260
4,2,3,1,294
2,1,2,1,79
4,2,2,2,364
2,1,1,1,75
2,1,1,1,79
4,1,2,1,275
4,1,3,1,191
2,1,1,1,79
4,1,1,2,135
12,1,2,1,206
2,1,1,1,203
2,1,1,1,153
4,2,2,2,288
1,1,1,1,74
3,2,1,1,180
4,2,2,2,319
3,1,1,1,178
5,2,3,1,232
4,1,2,1,246
3,1,1,1,109
2,1,1,1,222
3,1,1,1,280
5,3,3,2,290
4,2,2,1,189
2,1,1,1,220
10,3,5,4,500
5,2,3,1,168
4,2,2,2,210
4,2,2,1,165
2,1,1,1,176
6,3,3,2,235
7,3,4,2,219
1,1,1,1,174
2,1,1,1,450
2,1,1,1,151
2,1,1,1,250
6,3,3,2,370
2,1,1,1,205
2,1,1,1,139
2,1,1,1,73
2,1,1,1,165
5,3,3,2,259
2,1,1,1,126
6,2,2,2,182
2,1,2,1,96
4,2,2,3,225
4,2,2,2,330
4,2,2,2,453
4,2,2,3,430
3,1,2,1,214
6,2,3,2,307
2,1,2,1,89
2,1,1,1,116
2,1,1,1,129
5,2,3,2,298
2,1,1,1,223
4,1,1,1,341
2,1,1,1,185
5,2,3,1,136
2,1,1,1,77
2,1,1,1,79
2,1,1,1,79
4,1,2,1,135
10,5,5,1,9999
8,4,4,4,518
2,1,1,1,142
1,1,1,1,78
6,1,2,2,82
4,1,1,1,208
3,1,1,1,120
2,1,1,1,106
8,3,3,1,180
5,2,3,2,274
4,1,2,1,101
4,2,2,2,479
5,2,2,1,442
2,1,1,2,99
8,3,4,1,380
2,1,1,1,199
4,1,1,1,127
8,4,4,6,1200
6,3,4,2,369
3,1,1,1,48
2,1,2,1,88
2,1,2,1,240
3,1,2,1,338
2,1,1,1,104
4,1,3,2,314
6,2,2,2,257
4,2,2,1,120
4,1,2,1,162
2,1,1,1,139
4,2,3,2,379
2,1,1,1,120
4,2,2,2,230
1,1,1,1,43
2,1,1,0,119
2,1,1,0,119
2,1,1,0,119
4,2,2,1,172
4,1,1,1,205
2,1,1,0,139
2,1,1,0,119
2,1,1,0,109
2,1,1,1,119
2,1,1,1,139
2,1,1,1,298
2,1,1,1,78
5,2,2,1,450
2,1,1,2,82
3,1,1,1,133
4,2,2,2,391
12,5,5,6,588
6,3,3,2,241
2,1,1,1,64
4,1,2,1,233
2,1,1,1,113
6,2,1,2,499
8,4,4,3,655
7,2,4,1,140
2,0,1,1,146
2,1,1,1,86
3,1,1,1,164
5,2,3,2,190
6,2,2,2,121
4,2,3,1,138
4,1,2,2,269
2,1,1,1,98
4,2,2,1,181
6,3,3,2,162
7,2,3,1,585
2,1,1,1,95
1,2,2,1,63
6,3,3,1,204
2,1,1,1,78
2,1,1,1,279
2,0,1,1,91
5,2,3,2,428
2,1,1,1,72
2,1,1,1,150
2,1,1,1,72
2,1,1,1,300
3,1,2,1,153
4,0,2,1,72
4,1,2,1,263
4,2,2,1,155
2,1,1,1,140
2,1,1,1,98
4,1,2,1,134
2,1,1,1,133
3,1,2,2,300
8,3,4,3,484
6,3,3,1,358
2,1,1,1,126
4,2,2,1,144
2,0,1,1,132
4,2,2,2,219
2,1,1,1,131
5,2,2,1,200
2,1,1,1,97
2,1,1,1,170
2,1,1,1,97
2,1,1,1,95
2,1,1,1,161
8,4,4,2,334
6,3,5,2,357
2,1,1,1,213
5,2,2,1,259
4,2,3,1,120
2,1,1,1,161
2,1,1,1,96
2,1,1,1,220
3,2,2,2,350
4,1,1,1,244
5,2,3,2,400
6,2,3,1,378
4,2,2,3,272
4,2,2,1,168
10,5,5,3,404
1,1,1,1,43
2,1,1,1,161
2,1,1,1,134
2,1,1,1,172
2,1,1,1,134
2,1,1,1,120
3,1,2,1,175
3,1,2,1,127
6,2,3,1,220
2,1,1,1,199
4,2,2,2,282
4,2,2,1,155
5,3,2,2,249
2,1,1,1,84
4,2,3,2,307
4,2,4,1,214
3,1,1,1,103
2,0,1,1,83
1,1,1,1,102
4,1,2,1,200
5,1,2,1,312
4,2,2,2,137
2,0,1,1,71
4,1,2,1,230
4,2,4,1,254
9,4,4,4,360
3,2,3,1,120
4,2,2,2,300
6,3,3,2,258
4,2,2,1,171
2,1,1,1,150
2,1,2,2,140
8,2,4,1,242
4,1,1,1,177
5,2,3,1,194
6,3,4,1,326
2,1,1,1,127
2,1,1,1,137
4,2,4,1,188
2,1,1,1,205
4,1,2,1,97
7,4,4,3,320
4,1,2,1,174
3,1,2,1,97
2,1,1,1,84
4,2,3,1,100
4,1,2,1,101
3,1,2,1,101
2,1,1,1,84
2,1,1,2,110
2,0,1,1,94
2,0,1,1,80
4,1,2,1,160
2,1,1,1,131
4,2,2,1,245
4,2,2,2,519
4,2,2,2,341
3,1,2,1,140
2,1,1,1,128
2,1,1,1,161
5,2,3,2,415
5,2,3,1,390
6,3,3,2,275
4,2,2,1,147
2,1,1,1,75
4,2,3,2,250
4,2,2,2,328
2,1,1,1,75
7,2,3,2,343
2,0,1,1,75
2,0,1,1,75
2,0,1,1,80
4,2,3,1,236
10,5,5,2,318
3,2,2,1,947
4,1,2,1,300
3,2,1,1,245
2,1,1,1,79
1,0,1,1,60
1,0,1,1,63
6,2,2,1,168
6,3,4,2,391
4,1,2,1,164
12,1,2,1,285
4,2,2,2,358
4,2,2,1,263
2,1,1,1,95
14,6,8,5,738
6,3,3,2,354
8,3,5,3,258
8,3,5,3,260
8,3,5,3,262
8,3,5,3,257
3,2,2,1,240
5,1,2,1,136
3,2,1,1,245
2,1,1,1,158
4,2,2,2,170
2,1,1,1,220
2,1,1,1,110
4,2,2,2,176
6,2,3,2,256
3,1,1,1,240
4,1,1,1,173
4,1,0,1,148
2,1,1,1,241
2,1,2,1,145
4,2,2,2,275
4,2,2,1,168
4,2,2,2,240
2,1,1,1,145
2,1,1,1,115
2,1,1,1,135
3,2,2,1,110
1,1,1,1,64
6,2,3,1,239
1,1,1,1,55
2,1,1,1,406
4,2,2,1,385
5,2,2,1,316
5,2,3,1,253
2,1,1,1,301
4,2,2,1,110
2,1,1,1,150
2,1,1,1,207
4,1,2,1,384
2,0,1,1,115
1,0,2,1,48
2,1,1,1,96
1,1,1,1,59
2,1,1,1,81
2,1,1,1,102
2,1,1,1,79
6,3,3,1,190
3,2,2,1,229
3,1,1,1,283
3,2,2,1,154
2,0,1,1,77
2,0,1,1,82
5,3,3,2,257
6,3,4,2,246
4,1,1,1,135
4,2,2,1,300
1,1,1,1,42
2,1,1,1,57
5,2,3,1,311
2,1,1,1,245
4,2,2,2,184
2,1,1,1,169
4,2,2,1,213
2,1,1,1,110
2,1,1,1,133
5,3,3,2,292
6,2,2,1,209
2,1,1,1,122
4,2,3,1,342
2,1,1,1,87
1,0,1,1,72
1,0,1,1,72
5,3,3,2,264
2,2,1,1,271
4,1,2,1,360
5,3,3,2,272
4,1,2,1,227
2,1,1,1,242
3,1,4,1,36
6,3,4,2,345
2,1,1,1,105
4,2,2,2,59
2,1,1,1,198
4,1,2,1,229
5,3,3,3,248
4,2,2,2,156
2,1,1,1,149
6,2,3,2,358
4,2,2,2,159
5,2,2,1,247
6,2,3,1,115
4,2,2,1,248
7,3,4,3,264
4,2,2,1,197
3,1,2,1,150
6,3,3,2,577
3,1,1,1,122
6,2,3,1,210
3,1,2,1,68
3,1,2,1,262
4,2,2,1,200
3,2,2,1,161
4,2,2,2,387
2,1,1,1,240
2,1,1,1,85
2,1,1,1,52
4,2,2,1,153
2,1,1,1,60
2,1,1,1,52
1,1,1,0,170
9,5,5,4,1200
4,2,2,1,180
7,2,4,2,425
4,2,2,2,241
2,1,1,1,90
6,1,3,2,168
2,1,1,1,224
2,1,1,1,63
4,2,2,2,191
2,2,1,1,85
2,1,1,0,129
8,3,4,2,222
2,1,1,1,199
5,2,2,1,189
2,1,1,1,55
4,1,2,1,159
8,3,4,2,187
12,4,7,5,500
4,2,2,2,151
4,2,2,2,200
4,2,3,1,145
9,4,5,2,423
5,2,3,2,188
4,2,2,1,233
4,2,2,2,232
2,1,1,1,86
2,1,1,1,69
3,1,2,1,185
4,1,2,1,639
6,2,4,2,132
4,2,2,1,159
4,2,2,1,200
7,3,3,3,326
2,1,1,1,200
4,2,2,2,200
4,2,3,2,406
2,1,1,1,336
3,1,1,1,175
8,4,5,3,1200
4,1,1,1,144
2,1,1,1,108
5,3,3,2,283
